route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,exceptional
T01,1#63,1#1-2,"TUSCOLANA/ANAGNINA","18368458",0,"",51509,0,0
C11,1#63,1#1-4,"CIMITERO LAURENTINO","18368452",0,"",63032,0,0
C11,1#63,1#1-5,"CINECITTA' (MA)","18368455",1,"",63033,0,0
C11,1#63,1#1-6,"CIMITERO LAURENTINO","18368453",0,"",63032,0,0
C11,1#63,1#1-7,"CINECITTA' (MA)","18368456",1,"",63033,0,0
C11,1#63,1#1-8,"CIMITERO LAURENTINO","18368454",0,"",63032,0,0
C11,1#63,1#1-9,"CINECITTA' (MA)","18368457",1,"",63033,0,0
T10,1#63,1#1-11,"TOR VERGATA/SCHIAVONETTI","18368459",0,"",51510,0,0
T01,1#58,1#2-2,"TUSCOLANA/ANAGNINA","18365394",0,"",51509,0,0
C11,1#58,1#2-4,"CIMITERO LAURENTINO","18365388",0,"",63032,0,0
C11,1#58,1#2-5,"CINECITTA' (MA)","18365391",1,"",63033,0,0
C11,1#58,1#2-6,"CIMITERO LAURENTINO","18365389",0,"",63032,0,0
C11,1#58,1#2-7,"CINECITTA' (MA)","18365392",1,"",63033,0,0
C11,1#58,1#2-8,"CIMITERO LAURENTINO","18365390",0,"",63032,0,0
C11,1#58,1#2-9,"CINECITTA' (MA)","18365393",1,"",63033,0,0
T10,1#58,1#2-11,"TOR VERGATA/SCHIAVONETTI","18365395",0,"",51510,0,0
T01,1#37,1#3-2,"TUSCOLANA/ANAGNINA","18369542",0,"",51509,0,0
C11,1#37,1#3-4,"CIMITERO LAURENTINO","18369543",0,"",63032,0,0
C11,1#37,1#3-5,"CINECITTA' (MA)","18369546",1,"",63033,0,0
C11,1#37,1#3-6,"CIMITERO LAURENTINO","18369544",0,"",63032,0,0
C11,1#37,1#3-7,"CINECITTA' (MA)","18369547",1,"",63033,0,0
C11,1#37,1#3-8,"CIMITERO LAURENTINO","18369545",0,"",63032,0,0
C11,1#37,1#3-9,"CINECITTA' (MA)","18369548",1,"",63033,0,0
T10,1#37,1#3-11,"TOR VERGATA/SCHIAVONETTI","18369549",0,"",51510,0,0
T01,1#2,1#4-2,"TUSCOLANA/ANAGNINA","18365364",0,"",51509,0,0
C11,1#2,1#4-4,"CIMITERO LAURENTINO","18365366",0,"",63032,0,0
C11,1#2,1#4-5,"CINECITTA' (MA)","18365368",1,"",63033,0,0
C11,1#2,1#4-6,"CIMITERO LAURENTINO","18365367",0,"",63032,0,0
C11,1#2,1#4-7,"CINECITTA' (MA)","18365369",1,"",63033,0,0
C11,1#2,1#4-8,"CIMITERO LAURENTINO","18365365",0,"",63032,0,0
C11,1#2,1#4-9,"CINECITTA' (MA)","18365370",1,"",63033,0,0
T10,1#2,1#4-11,"TOR VERGATA/SCHIAVONETTI","18365371",0,"",51510,0,0
T01,1#37,1#5-2,"TUSCOLANA/ANAGNINA","18369550",0,"",51509,0,0
C11,1#37,1#5-4,"CIMITERO LAURENTINO","18369551",0,"",63032,0,0
C11,1#37,1#5-5,"CINECITTA' (MA)","18369552",1,"",63033,0,0
T10,1#37,1#5-7,"TOR VERGATA/SCHIAVONETTI","18369553",0,"",51510,0,0
T01,1#58,1#6-2,"TUSCOLANA/ANAGNINA","18365398",0,"",51509,0,0
C11,1#58,1#6-4,"CIMITERO LAURENTINO","18365396",0,"",63032,0,0
C11,1#58,1#6-5,"CINECITTA' (MA)","18365397",1,"",63033,0,0
T10,1#58,1#6-7,"TOR VERGATA/SCHIAVONETTI","18365399",0,"",51510,0,0
T01,1#63,1#7-2,"TUSCOLANA/ANAGNINA","18368462",0,"",51509,0,0
C11,1#63,1#7-4,"CIMITERO LAURENTINO","18368460",0,"",63032,0,0
C11,1#63,1#7-5,"CINECITTA' (MA)","18368461",1,"",63033,0,0
T10,1#63,1#7-7,"TOR VERGATA/SCHIAVONETTI","18368463",0,"",51510,0,0
T01,1#2,1#8-2,"TUSCOLANA/ANAGNINA","18365372",0,"",51509,0,0
C11,1#2,1#8-4,"CIMITERO LAURENTINO","18365373",0,"",63032,0,0
C11,1#2,1#8-5,"CINECITTA' (MA)","18365374",1,"",63033,0,0
T10,1#2,1#8-7,"TOR VERGATA/SCHIAVONETTI","112",0,"",51510,0,0
C13,1#18,1#9-2,"P.LE STAZIONE DEL LIDO (RL)","18365414",1,"",700597,0,0
C13,1#18,1#9-3,"CIMITERO LAURENTINO","18365408",0,"",63457,0,0
C13,1#18,1#9-4,"P.LE STAZIONE DEL LIDO (RL)","18365411",1,"",63458,0,0
C13,1#18,1#9-5,"CIMITERO LAURENTINO","18365409",0,"",63457,0,0
C13,1#18,1#9-6,"P.LE STAZIONE DEL LIDO (RL)","18365412",1,"",63458,0,0
C13,1#18,1#9-7,"CIMITERO LAURENTINO","18365410",0,"",63457,0,0
C13,1#18,1#9-8,"P.LE STAZIONE DEL LIDO (RL)","18365413",1,"",63458,0,0
C20,1#18,1#9-10,"LENORMANT/ZELIA NUTTAL","18365415",0,"",51477,0,0
P02,1#27,1#10-2,"TERMINI (MA-MB-FS)","18367134",0,"",52894,0,0
C2,1#27,1#10-3,"CIMITERO FLAMINIO","18367142",0,"",64075,0,0
C2,1#27,1#10-4,"TERMINI (MA-MB-FS)","18367138",1,"",64076,0,0
C2,1#27,1#10-5,"CIMITERO FLAMINIO","18367141",0,"",64075,0,0
C2,1#27,1#10-6,"TERMINI (MA-MB-FS)","18367137",1,"",64076,0,0
C2,1#27,1#10-7,"CIMITERO FLAMINIO","18367140",0,"",64075,0,0
C2,1#27,1#10-8,"TERMINI (MA-MB-FS)","18367136",1,"",64076,0,0
C2,1#27,1#10-9,"CIMITERO FLAMINIO","18367139",0,"",64075,0,0
C2,1#27,1#10-10,"TERMINI (MA-MB-FS)","18367135",1,"",64076,0,0
P20,1#27,1#10-11,"PORTONACCIO/TIBURTINA","18367143",0,"",51506,0,0
P02,1#9,1#11-2,"TERMINI (MA-MB-FS)","24141940",0,"",52894,0,0
C2,1#9,1#11-3,"CIMITERO FLAMINIO","24141948",0,"",64075,0,0
C2,1#9,1#11-4,"TERMINI (MA-MB-FS)","24141941",1,"",64076,0,0
C2,1#9,1#11-5,"CIMITERO FLAMINIO","24141945",0,"",64075,0,0
C2,1#9,1#11-6,"TERMINI (MA-MB-FS)","24141942",1,"",64076,0,0
C2,1#9,1#11-7,"CIMITERO FLAMINIO","24141946",0,"",64075,0,0
C2,1#9,1#11-8,"TERMINI (MA-MB-FS)","24141943",1,"",64076,0,0
C2,1#9,1#11-9,"CIMITERO FLAMINIO","24141947",0,"",64075,0,0
C2,1#9,1#11-10,"TERMINI (MA-MB-FS)","24141944",1,"",64076,0,0
P20,1#9,1#11-11,"PORTONACCIO/TIBURTINA","24141949",0,"",51506,0,0
P02,1#27,1#12-2,"TERMINI (MA-MB-FS)","18367153",0,"",52894,0,0
C2,1#27,1#12-3,"CIMITERO FLAMINIO","18367151",0,"",64075,0,0
C2,1#27,1#12-4,"TERMINI (MA-MB-FS)","18367147",1,"",64076,0,0
C2,1#27,1#12-5,"CIMITERO FLAMINIO","18367150",0,"",64075,0,0
C2,1#27,1#12-6,"TERMINI (MA-MB-FS)","18367146",1,"",64076,0,0
C2,1#27,1#12-7,"CIMITERO FLAMINIO","18367149",0,"",64075,0,0
C2,1#27,1#12-8,"TERMINI (MA-MB-FS)","18367145",1,"",64076,0,0
C2,1#27,1#12-9,"CIMITERO FLAMINIO","18367148",0,"",64075,0,0
C2,1#27,1#12-10,"TERMINI (MA-MB-FS)","18367144",1,"",64076,0,0
P20,1#27,1#12-11,"PORTONACCIO/TIBURTINA","18367152",0,"",51506,0,0
P02,1#9,1#13-2,"TERMINI (MA-MB-FS)","24141950",0,"",52894,0,0
C2,1#9,1#13-3,"CIMITERO FLAMINIO","24141955",0,"",64075,0,0
C2,1#9,1#13-4,"TERMINI (MA-MB-FS)","24141951",1,"",64076,0,0
C2,1#9,1#13-5,"CIMITERO FLAMINIO","24141956",0,"",64075,0,0
C2,1#9,1#13-6,"TERMINI (MA-MB-FS)","24141952",1,"",64076,0,0
C2,1#9,1#13-7,"CIMITERO FLAMINIO","24141957",0,"",64075,0,0
C2,1#9,1#13-8,"TERMINI (MA-MB-FS)","24141953",1,"",64076,0,0
C2,1#9,1#13-9,"CIMITERO FLAMINIO","24141958",0,"",64075,0,0
C2,1#9,1#13-10,"TERMINI (MA-MB-FS)","24141954",1,"",64076,0,0
P20,1#9,1#13-11,"PORTONACCIO/TIBURTINA","24141959",0,"",51506,0,0
C3,1#1,1#14-2,"CIMITERO FLAMINIO","23566056",1,"",65386,0,0
C3,1#1,1#14-3,"STAZ.NE TIBURTINA (MB)","23566050",0,"",65385,0,0
C3,1#1,1#14-4,"CIMITERO FLAMINIO","23566052",1,"",65386,0,0
C3,1#1,1#14-5,"STAZ.NE TIBURTINA (MB)","23566053",0,"",65385,0,0
C3,1#1,1#14-6,"CIMITERO FLAMINIO","23566054",1,"",65386,0,0
C3,1#1,1#14-7,"STAZ.NE TIBURTINA (MB)","23566055",0,"",65385,0,0
C3,1#11,1#15-2,"CIMITERO FLAMINIO","24036162",1,"",65386,0,0
C3,1#11,1#15-3,"STAZ.NE TIBURTINA (MB)","24036163",0,"",65385,0,0
C3,1#11,1#15-4,"CIMITERO FLAMINIO","24036164",1,"",65386,0,0
C3,1#11,1#15-5,"STAZ.NE TIBURTINA (MB)","24036165",0,"",65385,0,0
C3,1#11,1#15-6,"CIMITERO FLAMINIO","24036166",1,"",65386,0,0
C3,1#11,1#15-7,"STAZ.NE TIBURTINA (MB)","24036167",0,"",65385,0,0
C3,1#11,1#16-2,"CIMITERO FLAMINIO","24036173",1,"",65386,0,0
C3,1#11,1#16-3,"STAZ.NE TIBURTINA (MB)","24036170",0,"",65385,0,0
C3,1#11,1#16-4,"CIMITERO FLAMINIO","24036168",1,"",65386,0,0
C3,1#11,1#16-5,"STAZ.NE TIBURTINA (MB)","24036169",0,"",65385,0,0
C3,1#11,1#16-6,"CIMITERO FLAMINIO","24036172",1,"",65386,0,0
C3,1#11,1#16-7,"STAZ.NE TIBURTINA (MB)","24036171",0,"",65385,0,0
C3,1#1,1#17-2,"CIMITERO FLAMINIO","23566057",1,"",65386,0,0
C3,1#1,1#17-3,"STAZ.NE TIBURTINA (MB)","23566058",0,"",65385,0,0
C3,1#1,1#17-4,"CIMITERO FLAMINIO","23566059",1,"",65386,0,0
C3,1#1,1#17-5,"STAZ.NE TIBURTINA (MB)","23566060",0,"",65385,0,0
C3,1#1,1#17-6,"CIMITERO FLAMINIO","23566061",1,"",65386,0,0
C3,1#1,1#17-7,"STAZ.NE TIBURTINA (MB)","23566062",0,"",65385,0,0
C3,1#11,1#18-2,"CIMITERO FLAMINIO","24036178",1,"",65386,0,0
C3,1#11,1#18-3,"STAZ.NE TIBURTINA (MB)","24036179",0,"",65385,0,0
C3,1#11,1#18-4,"CIMITERO FLAMINIO","24036174",1,"",65386,0,0
C3,1#11,1#18-5,"STAZ.NE TIBURTINA (MB)","24036175",0,"",65385,0,0
C3,1#11,1#18-6,"CIMITERO FLAMINIO","24036177",1,"",65386,0,0
C3,1#11,1#18-7,"STAZ.NE TIBURTINA (MB)","24036176",0,"",65385,0,0
C3,1#1,1#19-2,"CIMITERO FLAMINIO","23566063",1,"",65386,0,0
C3,1#1,1#19-3,"STAZ.NE TIBURTINA (MB)","23566064",0,"",65385,0,0
C3,1#1,1#19-4,"CIMITERO FLAMINIO","23566065",1,"",65386,0,0
C3,1#1,1#19-5,"STAZ.NE TIBURTINA (MB)","23566066",0,"",65385,0,0
C3,1#1,1#19-6,"CIMITERO FLAMINIO","23566067",1,"",65386,0,0
C3,1#1,1#19-7,"STAZ.NE TIBURTINA (MB)","23566068",0,"",65385,0,0
C3,1#11,1#20-2,"CIMITERO FLAMINIO","24036184",1,"",65386,0,0
C3,1#11,1#20-3,"STAZ.NE TIBURTINA (MB)","24036185",0,"",65385,0,0
C3,1#11,1#20-4,"CIMITERO FLAMINIO","24036180",1,"",65386,0,0
C3,1#11,1#20-5,"STAZ.NE TIBURTINA (MB)","24036181",0,"",65385,0,0
C3,1#11,1#20-6,"CIMITERO FLAMINIO","24036182",1,"",65386,0,0
C3,1#11,1#20-7,"STAZ.NE TIBURTINA (MB)","24036183",0,"",65385,0,0
C3,1#1,1#21-2,"CIMITERO FLAMINIO","23566069",1,"",65386,0,0
C3,1#1,1#21-3,"STAZ.NE TIBURTINA (MB)","23566070",0,"",65385,0,0
C3,1#1,1#21-4,"CIMITERO FLAMINIO","23566071",1,"",65386,0,0
C3,1#1,1#21-5,"STAZ.NE TIBURTINA (MB)","23566072",0,"",65385,0,0
C3,1#1,1#21-6,"CIMITERO FLAMINIO","23566073",1,"",65386,0,0
C3,1#1,1#21-7,"STAZ.NE TIBURTINA (MB)","23566074",0,"",65385,0,0
C3,1#11,1#22-2,"CIMITERO FLAMINIO","24036187",1,"",65386,0,0
C3,1#11,1#22-3,"STAZ.NE TIBURTINA (MB)","24036188",0,"",65385,0,0
C3,1#11,1#22-4,"CIMITERO FLAMINIO","24036189",1,"",65386,0,0
C3,1#11,1#22-5,"STAZ.NE TIBURTINA (MB)","24036190",0,"",65385,0,0
C3,1#11,1#22-6,"CIMITERO FLAMINIO","24036191",1,"",65386,0,0
C3,1#11,1#22-7,"STAZ.NE TIBURTINA (MB)","24036186",0,"",65385,0,0
C3,1#1,1#23-2,"CIMITERO FLAMINIO","23566075",1,"",65386,0,0
C3,1#1,1#23-3,"STAZ.NE TIBURTINA (MB)","23566076",0,"",65385,0,0
C3,1#1,1#23-4,"CIMITERO FLAMINIO","23566077",1,"",65386,0,0
C3,1#1,1#23-5,"STAZ.NE TIBURTINA (MB)","23566078",0,"",65385,0,0
C3,1#1,1#23-6,"CIMITERO FLAMINIO","23566079",1,"",65386,0,0
C3,1#1,1#23-7,"STAZ.NE TIBURTINA (MB)","23566080",0,"",65385,0,0
C4,1#27,1#24-2,"P.LE STAZIONE DEL LIDO (RL)","18367164",1,"",700596,0,0
C4,1#27,1#24-3,"CIMITERO FLAMINIO","18367160",0,"",63455,0,0
C4,1#27,1#24-4,"P.LE STAZIONE DEL LIDO (RL)","18367162",1,"",63456,0,0
C4,1#27,1#24-5,"CIMITERO FLAMINIO","18367161",0,"",63455,0,0
C4,1#27,1#24-6,"P.LE STAZIONE DEL LIDO (RL)","18367163",1,"",63456,0,0
C20,1#27,1#24-8,"LENORMANT/ZELIA NUTTAL","18367165",0,"",51477,0,0
C4,1#9,1#25-2,"P.LE STAZIONE DEL LIDO (RL)","18365466",1,"",700596,0,0
C4,1#9,1#25-3,"CIMITERO FLAMINIO","18365463",0,"",63455,0,0
C4,1#9,1#25-4,"P.LE STAZIONE DEL LIDO (RL)","18365464",1,"",63456,0,0
C4,1#9,1#25-5,"CIMITERO FLAMINIO","18365462",0,"",63455,0,0
C4,1#9,1#25-6,"P.LE STAZIONE DEL LIDO (RL)","18365465",1,"",63456,0,0
C20,1#9,1#25-8,"LENORMANT/ZELIA NUTTAL","18365467",0,"",51477,0,0
C5,1#27,1#26-2,"STAZIONE MONTEBELLO (RV)","18367174",0,"",63204,0,0
C5,1#27,1#26-3,"P. ZA DELLE CAMELIE","18367175",1,"",63205,0,0
C5,1#9,1#27-2,"STAZIONE MONTEBELLO (RV)","18365476",0,"",63204,0,0
C5,1#9,1#27-3,"P. ZA DELLE CAMELIE","18365477",1,"",63205,0,0
C5,1#27,1#28-2,"STAZIONE MONTEBELLO (RV)","18367176",0,"",63204,0,0
C5,1#27,1#28-3,"P. ZA DELLE CAMELIE","18367177",1,"",63205,0,0
C5,1#9,1#29-2,"STAZIONE MONTEBELLO (RV)","18365478",0,"",63204,0,0
C5,1#9,1#29-3,"P. ZA DELLE CAMELIE","18365479",1,"",63205,0,0
C5,1#27,1#30-2,"STAZIONE MONTEBELLO (RV)","18367178",0,"",63204,0,0
C5,1#27,1#30-3,"P. ZA DELLE CAMELIE","18367179",1,"",63205,0,0
C5,1#9,1#31-2,"STAZIONE MONTEBELLO (RV)","18365480",0,"",63204,0,0
C5,1#9,1#31-3,"P. ZA DELLE CAMELIE","18365481",1,"",63205,0,0
C5,1#9,1#32-2,"STAZIONE MONTEBELLO (RV)","18365482",0,"",63204,0,0
C5,1#9,1#32-3,"P. ZA DELLE CAMELIE","18365483",1,"",63205,0,0
C5,1#27,1#33-2,"STAZIONE MONTEBELLO (RV)","18367180",0,"",63204,0,0
C5,1#27,1#33-3,"P. ZA DELLE CAMELIE","18367181",1,"",63205,0,0
C7,1#9,1#34-2,"CIMITERO FLAMINIO","18365493",0,"",50151,0,0
C7,1#9,1#34-3,"LAURENTINA (MB)","18365495",1,"",50152,0,0
C7,1#9,1#34-4,"CIMITERO FLAMINIO","18365492",0,"",50151,0,0
C7,1#9,1#34-5,"LAURENTINA (MB)","18365494",1,"",50152,0,0
C7,1#27,1#35-2,"CIMITERO FLAMINIO","18367191",0,"",50151,0,0
C7,1#27,1#35-3,"LAURENTINA (MB)","18367193",1,"",50152,0,0
C7,1#27,1#35-4,"CIMITERO FLAMINIO","18367190",0,"",50151,0,0
C7,1#27,1#35-5,"LAURENTINA (MB)","18367192",1,"",50152,0,0
C7,1#9,1#36-2,"CIMITERO FLAMINIO","18365496",0,"",50151,0,0
C7,1#9,1#36-3,"LAURENTINA (MB)","18365497",1,"",50152,0,0
C7,1#27,1#37-2,"CIMITERO FLAMINIO","18367194",0,"",50151,0,0
C7,1#27,1#37-3,"LAURENTINA (MB)","18367195",1,"",50152,0,0
C7,1#9,1#38-2,"CIMITERO FLAMINIO","18365498",0,"",50151,0,0
C7,1#9,1#38-3,"LAURENTINA (MB)","18365499",1,"",50152,0,0
C7,1#27,1#39-2,"CIMITERO FLAMINIO","18367196",0,"",50151,0,0
C7,1#27,1#39-3,"LAURENTINA (MB)","18367197",1,"",50152,0,0
C9,1#27,1#40-2,"S. VITTORINO","18367203",0,"",53769,0,0
C9,1#27,1#40-3,"ROMANISTI/MARFORIO","18367202",1,"",50154,0,0
C9,1#9,1#41-2,"S. VITTORINO","18365505",0,"",53769,0,0
C9,1#9,1#41-3,"ROMANISTI/MARFORIO","18365504",1,"",50154,0,0
C9,1#27,1#42-2,"S. VITTORINO","18367205",0,"",53769,0,0
C9,1#27,1#42-3,"ROMANISTI/MARFORIO","18367204",1,"",50154,0,0
C9,1#9,1#43-2,"S. VITTORINO","18365507",0,"",53769,0,0
C9,1#9,1#43-3,"ROMANISTI/MARFORIO","18365506",1,"",50154,0,0
H,1#15,1#44-2,"DEI CAPASSO","24297032",1,"",700208,0,0
H,1#15,1#44-3,"TERMINI (MA-MB-FS)","24297040",0,"",65339,0,0
H,1#15,1#44-4,"DEI CAPASSO","24297047",1,"",65340,0,0
H,1#15,1#44-5,"TERMINI (MA-MB-FS)","24297038",0,"",65339,0,0
H,1#15,1#44-6,"DEI CAPASSO","24297048",1,"",65340,0,0
H,1#15,1#44-7,"TERMINI (MA-MB-FS)","24297033",0,"",65339,0,0
H,1#15,1#44-8,"DEI CAPASSO","24297046",1,"",65340,0,0
H,1#15,1#44-9,"TERMINI (MA-MB-FS)","24297039",0,"",65339,0,0
H,1#15,1#44-10,"DEI CAPASSO","24297049",1,"",65340,0,0
H,1#15,1#44-11,"TERMINI (MA-MB-FS)","24297041",0,"",65339,0,0
H,1#15,1#44-12,"DEI CAPASSO","24297031",1,"",65340,0,0
H,1#15,1#44-13,"TERMINI (MA-MB-FS)","24297035",0,"",65339,0,0
H,1#15,1#44-14,"DEI CAPASSO","24297042",1,"",65340,0,0
H,1#15,1#44-15,"TERMINI (MA-MB-FS)","24297034",0,"",65339,0,0
H,1#15,1#44-16,"DEI CAPASSO","24297043",1,"",65340,0,0
H,1#15,1#44-17,"TERMINI (MA-MB-FS)","24297036",0,"",65339,0,0
H,1#15,1#44-18,"DEI CAPASSO","24297044",1,"",65340,0,0
H,1#15,1#44-19,"TERMINI (MA-MB-FS)","24297037",0,"",65339,0,0
H,1#15,1#44-20,"DEI CAPASSO","24297045",1,"",65340,0,0
H,1#26,1#45-2,"DEI CAPASSO","23042411",1,"",700208,0,0
H,1#26,1#45-3,"TERMINI (MA-MB-FS)","23042417",0,"",65339,0,0
H,1#26,1#45-4,"DEI CAPASSO","23042412",1,"",65340,0,0
H,1#26,1#45-5,"TERMINI (MA-MB-FS)","23042416",0,"",65339,0,0
H,1#26,1#45-6,"DEI CAPASSO","23042413",1,"",65340,0,0
H,1#26,1#45-7,"TERMINI (MA-MB-FS)","23042414",0,"",65339,0,0
H,1#26,1#45-8,"DEI CAPASSO","23042415",1,"",65340,0,0
H,1#26,1#45-9,"TERMINI (MA-MB-FS)","23042419",0,"",65339,0,0
H,1#26,1#45-10,"DEI CAPASSO","23042418",1,"",65340,0,0
H,1#26,1#45-11,"TERMINI (MA-MB-FS)","23042422",0,"",65339,0,0
H,1#26,1#45-12,"DEI CAPASSO","23042420",1,"",65340,0,0
H,1#26,1#45-13,"TERMINI (MA-MB-FS)","23042421",0,"",65339,0,0
H,1#26,1#45-14,"DEI CAPASSO","23042427",1,"",65340,0,0
H,1#26,1#45-15,"TERMINI (MA-MB-FS)","23042428",0,"",65339,0,0
H,1#26,1#45-16,"DEI CAPASSO","23042429",1,"",65340,0,0
H,1#26,1#45-17,"TERMINI (MA-MB-FS)","23042410",0,"",65339,0,0
H,1#26,1#45-18,"DEI CAPASSO","23042423",1,"",65340,0,0
H,1#26,1#45-19,"TERMINI (MA-MB-FS)","23042425",0,"",65339,0,0
H,1#26,1#45-20,"DEI CAPASSO","23042424",1,"",65340,0,0
H,1#26,1#45-21,"TERMINI (MA-MB-FS)","23042426",0,"",65339,0,0
P20,1#26,1#45-22,"PORTONACCIO/TIBURTINA","23042430",0,"",51506,0,0
H,1#1,1#46-2,"DEI CAPASSO","23559666",1,"",700208,0,0
H,1#1,1#46-3,"TERMINI (MA-MB-FS)","23559652",0,"",65339,0,0
H,1#1,1#46-4,"DEI CAPASSO","23559663",1,"",65340,0,0
H,1#1,1#46-5,"TERMINI (MA-MB-FS)","23559653",0,"",65339,0,0
H,1#1,1#46-6,"DEI CAPASSO","23559664",1,"",65340,0,0
H,1#1,1#46-7,"TERMINI (MA-MB-FS)","23559658",0,"",65339,0,0
H,1#1,1#46-8,"DEI CAPASSO","23559659",1,"",65340,0,0
H,1#1,1#46-9,"TERMINI (MA-MB-FS)","23559672",0,"",65339,0,0
H,1#1,1#46-10,"DEI CAPASSO","23559657",1,"",65340,0,0
H,1#1,1#46-11,"TERMINI (MA-MB-FS)","23559650",0,"",65339,0,0
H,1#1,1#46-12,"DEI CAPASSO","23559670",1,"",65340,0,0
H,1#1,1#46-13,"TERMINI (MA-MB-FS)","23559655",0,"",65339,0,0
H,1#1,1#46-14,"DEI CAPASSO","23559651",1,"",65340,0,0
H,1#1,1#46-15,"TERMINI (MA-MB-FS)","23559671",0,"",65339,0,0
H,1#1,1#46-16,"DEI CAPASSO","23559656",1,"",65340,0,0
H,1#1,1#46-17,"TERMINI (MA-MB-FS)","23559667",0,"",65339,0,0
H,1#1,1#46-18,"DEI CAPASSO","23559660",1,"",65340,0,0
H,1#1,1#46-19,"TERMINI (MA-MB-FS)","23559668",0,"",65339,0,0
H,1#1,1#46-20,"DEI CAPASSO","23559661",1,"",65340,0,0
H,1#1,1#46-21,"TERMINI (MA-MB-FS)","23559669",0,"",65339,0,0
H,1#1,1#46-22,"DEI CAPASSO","23559665",1,"",65340,0,0
H,1#1,1#46-23,"TERMINI (MA-MB-FS)","23559654",0,"",65339,0,0
H,1#1,1#46-24,"DEI CAPASSO","23559662",1,"",65340,0,0
P02,1#26,1#47-2,"TERMINI (MA-MB-FS)","24128340",0,"",52894,0,0
H,1#26,1#47-3,"DEI CAPASSO","24128344",1,"",65340,0,0
H,1#26,1#47-4,"TERMINI (MA-MB-FS)","24128346",0,"",65339,0,0
H,1#26,1#47-5,"DEI CAPASSO","24128349",1,"",65340,0,0
H,1#26,1#47-6,"TERMINI (MA-MB-FS)","24128348",0,"",65339,0,0
H,1#26,1#47-7,"DEI CAPASSO","24128347",1,"",65340,0,0
H,1#26,1#47-8,"TERMINI (MA-MB-FS)","24128350",0,"",65339,0,0
H,1#26,1#47-9,"DEI CAPASSO","24128352",1,"",65340,0,0
H,1#26,1#47-10,"TERMINI (MA-MB-FS)","24128351",0,"",65339,0,0
H,1#26,1#47-11,"DEI CAPASSO","24128353",1,"",65340,0,0
H,1#26,1#47-12,"TERMINI (MA-MB-FS)","24128354",0,"",65339,0,0
H,1#26,1#47-13,"DEI CAPASSO","24128341",1,"",65340,0,0
H,1#26,1#47-14,"TERMINI (MA-MB-FS)","24128342",0,"",65339,0,0
H,1#26,1#47-15,"DEI CAPASSO","24128343",1,"",65340,0,0
H,1#26,1#47-16,"TERMINI (MA-MB-FS)","24128345",0,"",65339,0,0
P20,1#26,1#47-17,"PORTONACCIO/TIBURTINA","24128355",0,"",51506,0,0
P02,1#26,1#48-2,"TERMINI (MA-MB-FS)","23042447",0,"",52894,0,0
H,1#26,1#48-3,"DEI CAPASSO","23042449",1,"",65340,0,0
H,1#26,1#48-4,"TERMINI (MA-MB-FS)","23042448",0,"",65339,0,0
H,1#26,1#48-5,"DEI CAPASSO","23042451",1,"",65340,0,0
H,1#26,1#48-6,"TERMINI (MA-MB-FS)","23042450",0,"",65339,0,0
P20,1#26,1#48-7,"PORTONACCIO/TIBURTINA","23042452",0,"",51506,0,0
H,1#26,1#49-2,"DEI CAPASSO","24128356",1,"",700208,0,0
H,1#26,1#49-3,"TERMINI (MA-MB-FS)","24128359",0,"",65339,0,0
H,1#26,1#49-4,"DEI CAPASSO","24128357",1,"",65340,0,0
H,1#26,1#49-5,"TERMINI (MA-MB-FS)","24128361",0,"",65339,0,0
H,1#26,1#49-6,"DEI CAPASSO","24128358",1,"",65340,0,0
H,1#26,1#49-7,"TERMINI (MA-MB-FS)","24128362",0,"",65339,0,0
H,1#26,1#49-8,"DEI CAPASSO","24128360",1,"",65340,0,0
H,1#26,1#49-9,"TERMINI (MA-MB-FS)","24128364",0,"",65339,0,0
H,1#26,1#49-10,"DEI CAPASSO","24128363",1,"",65340,0,0
H,1#26,1#49-11,"TERMINI (MA-MB-FS)","24128369",0,"",65339,0,0
H,1#26,1#49-12,"DEI CAPASSO","24128368",1,"",65340,0,0
H,1#26,1#49-13,"TERMINI (MA-MB-FS)","24128370",0,"",65339,0,0
H,1#26,1#49-14,"DEI CAPASSO","24128371",1,"",65340,0,0
H,1#26,1#49-15,"TERMINI (MA-MB-FS)","24128372",0,"",65339,0,0
H,1#26,1#49-16,"DEI CAPASSO","24128365",1,"",65340,0,0
H,1#26,1#49-17,"TERMINI (MA-MB-FS)","24128367",0,"",65339,0,0
H,1#26,1#49-18,"DEI CAPASSO","24128366",1,"",65340,0,0
H,1#1,1#50-2,"DEI CAPASSO","23309296",1,"",700208,0,0
H,1#1,1#50-3,"TERMINI (MA-MB-FS)","23309289",0,"",65339,0,0
H,1#1,1#50-4,"DEI CAPASSO","23309292",1,"",65340,0,0
H,1#1,1#50-5,"TERMINI (MA-MB-FS)","23309290",0,"",65339,0,0
H,1#1,1#50-6,"DEI CAPASSO","23309293",1,"",65340,0,0
H,1#1,1#50-7,"TERMINI (MA-MB-FS)","23309294",0,"",65339,0,0
H,1#1,1#50-8,"DEI CAPASSO","23309291",1,"",65340,0,0
H,1#1,1#50-9,"TERMINI (MA-MB-FS)","23309295",0,"",65339,0,0
P20,1#1,1#50-10,"PORTONACCIO/TIBURTINA","23309297",0,"",51506,0,0
H,1#15,1#51-2,"DEI CAPASSO","24297066",1,"",700208,0,0
