service_id,date,exception_type
1#4,20250405,1
1#10,20250405,1
1#11,20250405,1
1#12,20250405,1
1#15,20250405,1
1#18,20250405,1
1#21,20250405,1
1#22,20250405,1
1#24,20250405,1
1#27,20250405,1
1#30,20250405,1
1#31,20250405,1
1#34,20250405,1
1#35,20250405,1
1#39,20250405,1
1#40,20250405,1
1#47,20250405,1
1#50,20250405,1
1#53,20250405,1
1#54,20250405,1
1#55,20250405,1
1#58,20250405,1
1#60,20250405,1
1#72,20250405,1
1#79,20250405,1
1#86,20250405,1
1#93,20250405,1
1#96,20250405,1
1#1,20250406,1
1#3,20250406,1
1#8,20250406,1
1#9,20250406,1
1#18,20250406,1
1#20,20250406,1
1#23,20250406,1
1#28,20250406,1
1#36,20250406,1
1#38,20250406,1
1#41,20250406,1
1#46,20250406,1
1#49,20250406,1
1#51,20250406,1
1#53,20250406,1
1#60,20250406,1
1#63,20250406,1
1#64,20250406,1
1#68,20250406,1
1#73,20250406,1
1#78,20250406,1
1#93,20250406,1
1#3,20250407,1
1#4,20250407,1
1#7,20250407,1
1#8,20250407,1
1#14,20250407,1
1#16,20250407,1
1#19,20250407,1
1#26,20250407,1
1#29,20250407,1
1#32,20250407,1
1#33,20250407,1
1#35,20250407,1
1#39,20250407,1
1#41,20250407,1
1#48,20250407,1
1#52,20250407,1
1#53,20250407,1
1#54,20250407,1
1#55,20250407,1
1#60,20250407,1
1#67,20250407,1
1#76,20250407,1
1#81,20250407,1
1#83,20250407,1
1#93,20250407,1
1#3,20250408,1
1#4,20250408,1
1#7,20250408,1
1#8,20250408,1
1#14,20250408,1
1#16,20250408,1
1#19,20250408,1
1#26,20250408,1
1#29,20250408,1
1#32,20250408,1
1#33,20250408,1
1#35,20250408,1
1#39,20250408,1
1#41,20250408,1
1#48,20250408,1
1#52,20250408,1
1#53,20250408,1
1#54,20250408,1
1#55,20250408,1
1#60,20250408,1
1#67,20250408,1
1#76,20250408,1
1#84,20250408,1
1#93,20250408,1
1#3,20250409,1
1#4,20250409,1
1#7,20250409,1
1#8,20250409,1
1#14,20250409,1
1#16,20250409,1
1#19,20250409,1
1#26,20250409,1
1#29,20250409,1
1#32,20250409,1
1#33,20250409,1
1#35,20250409,1
1#39,20250409,1
1#41,20250409,1
1#48,20250409,1
1#52,20250409,1
1#53,20250409,1
1#54,20250409,1
1#55,20250409,1
1#60,20250409,1
1#67,20250409,1
1#76,20250409,1
1#84,20250409,1
1#93,20250409,1
1#3,20250410,1
1#4,20250410,1
1#7,20250410,1
1#8,20250410,1
1#14,20250410,1
1#16,20250410,1
1#19,20250410,1
1#26,20250410,1
1#29,20250410,1
1#32,20250410,1
1#33,20250410,1
1#35,20250410,1
1#39,20250410,1
1#41,20250410,1
1#48,20250410,1
1#52,20250410,1
1#53,20250410,1
1#54,20250410,1
1#55,20250410,1
1#60,20250410,1
1#67,20250410,1
1#76,20250410,1
1#84,20250410,1
1#93,20250410,1
1#3,20250411,1
1#4,20250411,1
1#7,20250411,1
1#13,20250411,1
1#14,20250411,1
1#16,20250411,1
1#25,20250411,1
1#26,20250411,1
1#29,20250411,1
1#32,20250411,1
1#33,20250411,1
1#35,20250411,1
1#39,20250411,1
1#40,20250411,1
1#48,20250411,1
1#52,20250411,1
1#53,20250411,1
1#54,20250411,1
1#55,20250411,1
1#60,20250411,1
1#70,20250411,1
1#71,20250411,1
1#80,20250411,1
1#84,20250411,1
1#85,20250411,1
1#93,20250411,1
1#94,20250411,1
1#95,20250411,1
1#3,20250412,1
1#4,20250412,1
1#10,20250412,1
1#11,20250412,1
1#12,20250412,1
1#15,20250412,1
1#18,20250412,1
1#21,20250412,1
1#22,20250412,1
1#24,20250412,1
1#27,20250412,1
1#30,20250412,1
1#31,20250412,1
1#34,20250412,1
1#35,20250412,1
1#39,20250412,1
1#40,20250412,1
1#47,20250412,1
1#50,20250412,1
1#53,20250412,1
1#54,20250412,1
1#55,20250412,1
1#58,20250412,1
1#60,20250412,1
1#72,20250412,1
1#79,20250412,1
1#86,20250412,1
1#93,20250412,1
1#96,20250412,1
1#1,20250413,1
1#3,20250413,1
1#8,20250413,1
1#9,20250413,1
1#18,20250413,1
1#20,20250413,1
1#23,20250413,1
1#28,20250413,1
1#36,20250413,1
1#38,20250413,1
1#41,20250413,1
1#46,20250413,1
1#49,20250413,1
1#51,20250413,1
1#53,20250413,1
1#60,20250413,1
1#63,20250413,1
1#64,20250413,1
1#68,20250413,1
1#73,20250413,1
1#78,20250413,1
1#93,20250413,1
1#3,20250414,1
1#4,20250414,1
1#7,20250414,1
1#8,20250414,1
1#14,20250414,1
1#16,20250414,1
1#19,20250414,1
1#26,20250414,1
1#29,20250414,1
1#32,20250414,1
1#33,20250414,1
1#35,20250414,1
1#39,20250414,1
1#41,20250414,1
1#48,20250414,1
1#52,20250414,1
1#53,20250414,1
1#54,20250414,1
1#55,20250414,1
1#60,20250414,1
1#67,20250414,1
1#76,20250414,1
1#81,20250414,1
1#83,20250414,1
1#93,20250414,1
1#3,20250415,1
1#4,20250415,1
1#7,20250415,1
1#8,20250415,1
1#14,20250415,1
1#16,20250415,1
1#19,20250415,1
1#26,20250415,1
1#29,20250415,1
1#32,20250415,1
1#33,20250415,1
1#35,20250415,1
1#39,20250415,1
1#41,20250415,1
1#48,20250415,1
1#52,20250415,1
1#53,20250415,1
1#54,20250415,1
1#55,20250415,1
1#60,20250415,1
1#67,20250415,1
1#76,20250415,1
1#84,20250415,1
1#93,20250415,1
1#3,20250416,1
1#4,20250416,1
1#7,20250416,1
1#8,20250416,1
1#14,20250416,1
1#16,20250416,1
1#19,20250416,1
1#26,20250416,1
1#29,20250416,1
1#32,20250416,1
1#33,20250416,1
1#35,20250416,1
1#39,20250416,1
1#41,20250416,1
1#48,20250416,1
1#52,20250416,1
1#53,20250416,1
1#54,20250416,1
1#55,20250416,1
1#60,20250416,1
1#67,20250416,1
1#76,20250416,1
1#84,20250416,1
1#93,20250416,1
1#3,20250417,1
1#4,20250417,1
1#8,20250417,1
1#14,20250417,1
1#19,20250417,1
1#26,20250417,1
1#29,20250417,1
1#32,20250417,1
1#33,20250417,1
1#35,20250417,1
1#39,20250417,1
1#41,20250417,1
1#48,20250417,1
1#52,20250417,1
1#53,20250417,1
1#54,20250417,1
1#55,20250417,1
1#60,20250417,1
1#67,20250417,1
1#76,20250417,1
1#84,20250417,1
1#93,20250417,1
1#3,20250418,1
1#4,20250418,1
1#13,20250418,1
1#14,20250418,1
1#25,20250418,1
1#26,20250418,1
1#29,20250418,1
1#32,20250418,1
1#33,20250418,1
1#35,20250418,1
1#39,20250418,1
1#40,20250418,1
1#48,20250418,1
1#52,20250418,1
1#53,20250418,1
1#54,20250418,1
1#55,20250418,1
1#60,20250418,1
1#70,20250418,1
1#71,20250418,1
1#80,20250418,1
1#84,20250418,1
1#85,20250418,1
1#93,20250418,1
1#94,20250418,1
1#95,20250418,1
1#3,20250419,1
1#4,20250419,1
1#10,20250419,1
1#11,20250419,1
1#15,20250419,1
1#18,20250419,1
1#21,20250419,1
1#22,20250419,1
1#27,20250419,1
1#30,20250419,1
1#31,20250419,1
1#34,20250419,1
1#35,20250419,1
1#39,20250419,1
1#40,20250419,1
1#47,20250419,1
1#50,20250419,1
1#53,20250419,1
1#54,20250419,1
1#55,20250419,1
1#58,20250419,1
1#60,20250419,1
1#72,20250419,1
1#79,20250419,1
1#86,20250419,1
1#93,20250419,1
1#96,20250419,1
1#1,20250420,1
1#3,20250420,1
1#8,20250420,1
1#9,20250420,1
1#18,20250420,1
1#20,20250420,1
1#23,20250420,1
1#28,20250420,1
1#36,20250420,1
1#38,20250420,1
1#41,20250420,1
1#46,20250420,1
1#49,20250420,1
1#51,20250420,1
1#53,20250420,1
1#60,20250420,1
1#63,20250420,1
1#64,20250420,1
1#68,20250420,1
1#73,20250420,1
1#78,20250420,1
1#93,20250420,1
1#1,20250421,1
1#3,20250421,1
1#8,20250421,1
1#9,20250421,1
1#18,20250421,1
1#20,20250421,1
1#23,20250421,1
1#28,20250421,1
1#36,20250421,1
1#38,20250421,1
1#41,20250421,1
1#46,20250421,1
1#53,20250421,1
1#60,20250421,1
1#63,20250421,1
1#65,20250421,1
1#67,20250421,1
1#76,20250421,1
1#93,20250421,1
1#3,20250422,1
1#4,20250422,1
1#8,20250422,1
1#14,20250422,1
1#19,20250422,1
1#26,20250422,1
1#29,20250422,1
1#32,20250422,1
1#33,20250422,1
1#35,20250422,1
1#39,20250422,1
1#41,20250422,1
1#48,20250422,1
1#52,20250422,1
1#53,20250422,1
1#54,20250422,1
1#55,20250422,1
1#60,20250422,1
1#67,20250422,1
1#76,20250422,1
1#81,20250422,1
1#83,20250422,1
1#93,20250422,1
1#3,20250423,1
1#4,20250423,1
1#7,20250423,1
1#8,20250423,1
1#14,20250423,1
1#16,20250423,1
1#19,20250423,1
1#26,20250423,1
1#29,20250423,1
1#32,20250423,1
1#33,20250423,1
1#35,20250423,1
1#39,20250423,1
1#41,20250423,1
1#48,20250423,1
1#52,20250423,1
1#53,20250423,1
1#54,20250423,1
1#55,20250423,1
1#60,20250423,1
1#67,20250423,1
1#76,20250423,1
1#84,20250423,1
1#93,20250423,1
0#4,20250318,1
0#5,20250318,1
0#5-4695,20250318,1
0#5-4696,20250318,1
0#7,20250318,1
0#9,20250318,1
0#10,20250318,1
0#10-4774,20250318,1
0#10-4775,20250318,1
0#17,20250318,1
0#19,20250318,1
0#19-4818,20250318,1
0#19-5334,20250318,1
0#22,20250318,1
0#29,20250318,1
0#29-2196,20250318,1
0#29-2198,20250318,1
0#29-2202,20250318,1
0#29-2205,20250318,1
0#29-2207,20250318,1
0#29-2208,20250318,1
0#29-4720,20250318,1
0#29-4721,20250318,1
0#29-4722,20250318,1
0#29-4723,20250318,1
0#29-4724,20250318,1
0#29-4725,20250318,1
0#29-4726,20250318,1
0#29-4727,20250318,1
0#29-4728,20250318,1
0#29-4729,20250318,1
0#29-4730,20250318,1
0#29-4731,20250318,1
0#29-4732,20250318,1
0#29-4733,20250318,1
0#29-4734,20250318,1
0#29-4735,20250318,1
0#29-4736,20250318,1
0#29-4737,20250318,1
0#29-4738,20250318,1
0#29-4739,20250318,1
0#29-4740,20250318,1
0#29-4741,20250318,1
0#29-4742,20250318,1
0#29-4743,20250318,1
0#29-4744,20250318,1
0#29-4745,20250318,1
0#29-4746,20250318,1
0#29-4747,20250318,1
0#29-4748,20250318,1
0#29-4749,20250318,1
0#29-4750,20250318,1
0#29-4751,20250318,1
0#29-4752,20250318,1
0#29-4753,20250318,1
0#29-4754,20250318,1
0#29-4755,20250318,1
0#29-4756,20250318,1
0#29-4757,20250318,1
0#29-4759,20250318,1
0#29-4760,20250318,1
0#29-4761,20250318,1
0#29-4762,20250318,1
0#29-4763,20250318,1
0#29-4764,20250318,1
0#29-4765,20250318,1
0#29-4766,20250318,1
0#29-4767,20250318,1
0#29-4768,20250318,1
0#29-4769,20250318,1
0#29-4770,20250318,1
0#29-4771,20250318,1
0#29-4772,20250318,1
0#29-4773,20250318,1
0#29-4776,20250318,1
0#29-4777,20250318,1
0#29-4778,20250318,1
0#29-4780,20250318,1
0#29-4781,20250318,1
0#29-4782,20250318,1
0#29-4783,20250318,1
0#29-4784,20250318,1
0#29-4785,20250318,1
0#29-4786,20250318,1
0#29-4797,20250318,1
0#29-4798,20250318,1
0#29-4799,20250318,1
0#29-4800,20250318,1
0#29-4801,20250318,1
0#29-4802,20250318,1
0#29-4803,20250318,1
0#29-4812,20250318,1
0#29-4813,20250318,1
0#29-4814,20250318,1
0#29-4815,20250318,1
0#29-4816,20250318,1
0#29-4817,20250318,1
0#29-4819,20250318,1
0#29-4820,20250318,1
0#29-4821,20250318,1
0#29-4824,20250318,1
0#29-4825,20250318,1
0#29-4826,20250318,1
0#29-4827,20250318,1
0#29-4828,20250318,1
0#29-4829,20250318,1
0#29-4830,20250318,1
0#29-4831,20250318,1
0#29-4832,20250318,1
0#29-4833,20250318,1
0#29-4834,20250318,1
0#29-4835,20250318,1
0#29-4836,20250318,1
0#29-4837,20250318,1
0#29-4838,20250318,1
0#29-4839,20250318,1
0#29-4840,20250318,1
0#29-4841,20250318,1
0#29-4851,20250318,1
0#29-4852,20250318,1
0#29-4853,20250318,1
0#29-4854,20250318,1
0#29-4855,20250318,1
0#29-4856,20250318,1
0#29-4888,20250318,1
0#29-4889,20250318,1
0#29-4890,20250318,1
0#29-4891,20250318,1
0#29-4892,20250318,1
0#29-4893,20250318,1
0#29-4894,20250318,1
0#29-4895,20250318,1
0#29-4896,20250318,1
0#29-4897,20250318,1
0#29-4898,20250318,1
0#29-4899,20250318,1
0#29-4900,20250318,1
0#29-4906,20250318,1
0#29-4907,20250318,1
0#29-4908,20250318,1
0#29-4909,20250318,1
0#29-4910,20250318,1
0#29-4911,20250318,1
0#29-4912,20250318,1
0#29-4913,20250318,1
0#29-4914,20250318,1
0#29-4915,20250318,1
0#29-4916,20250318,1
0#29-4917,20250318,1
0#29-4918,20250318,1
0#29-4919,20250318,1
0#29-4920,20250318,1
0#29-4921,20250318,1
0#29-5251,20250318,1
0#29-5252,20250318,1
0#29-5253,20250318,1
0#29-5254,20250318,1
0#29-5255,20250318,1
0#29-5256,20250318,1
0#29-5257,20250318,1
0#29-5258,20250318,1
0#29-5259,20250318,1
0#29-5260,20250318,1
0#29-5261,20250318,1
0#29-5262,20250318,1
0#29-5263,20250318,1
0#29-5264,20250318,1
0#29-5265,20250318,1
0#29-5266,20250318,1
0#29-5267,20250318,1
0#29-5268,20250318,1
0#29-5269,20250318,1
0#29-5335,20250318,1
0#29-5336,20250318,1
0#29-5337,20250318,1
0#29-5338,20250318,1
0#29-5339,20250318,1
0#29-5340,20250318,1
0#29-5341,20250318,1
0#29-5342,20250318,1
0#29-5503,20250318,1
0#29-5504,20250318,1
0#29-5505,20250318,1
0#29-5531,20250318,1
0#29-5532,20250318,1
0#29-5533,20250318,1
0#29-5788,20250318,1
0#29-5789,20250318,1
0#29-5790,20250318,1
0#29-5791,20250318,1
0#29-5792,20250318,1
0#29-5793,20250318,1
0#29-5794,20250318,1
0#29-5795,20250318,1
0#29-5796,20250318,1
0#29-5797,20250318,1
0#29-5987,20250318,1
0#29-5988,20250318,1
0#29-5989,20250318,1
0#29-5990,20250318,1
0#29-5991,20250318,1
0#29-5992,20250318,1
0#29-5993,20250318,1
0#29-5994,20250318,1
0#29-5995,20250318,1
0#29-5996,20250318,1
0#29-5997,20250318,1
0#32,20250318,1
0#35,20250318,1
0#36,20250318,1
0#38,20250318,1
0#42,20250318,1
0#44,20250318,1
0#46,20250318,1
0#47,20250318,1
0#51,20250318,1
0#55,20250318,1
0#55-5561,20250318,1
0#55-5562,20250318,1
0#55-5563,20250318,1
0#55-5564,20250318,1
0#55-5565,20250318,1
0#55-5566,20250318,1
0#55-5567,20250318,1
0#55-5568,20250318,1
0#55-5569,20250318,1
0#55-5570,20250318,1
0#56,20250318,1
0#57,20250318,1
0#58,20250318,1
0#67,20250318,1
0#67-4922,20250318,1
0#67-4923,20250318,1
0#67-4924,20250318,1
0#67-4925,20250318,1
0#67-4935,20250318,1
0#67-4936,20250318,1
0#70,20250318,1
0#70-5599,20250318,1
0#70-5600,20250318,1
0#70-5601,20250318,1
0#70-5602,20250318,1
0#70-5603,20250318,1
0#70-5612,20250318,1
0#70-5613,20250318,1
0#70-5614,20250318,1
0#70-5615,20250318,1
0#70-5798,20250318,1
0#70-5799,20250318,1
0#70-5800,20250318,1
0#70-5801,20250318,1
0#70-5802,20250318,1
0#70-5803,20250318,1
0#70-5804,20250318,1
0#78,20250318,1
0#84,20250318,1
0#84-4934,20250318,1
0#4,20250319,1
0#5,20250319,1
0#5-4695,20250319,1
0#5-4696,20250319,1
0#7,20250319,1
0#9,20250319,1
0#10,20250319,1
0#10-4774,20250319,1
0#10-4775,20250319,1
0#17,20250319,1
0#19,20250319,1
0#19-4818,20250319,1
0#19-5334,20250319,1
0#22,20250319,1
0#29,20250319,1
0#29-608,20250319,1
0#29-610,20250319,1
0#29-613,20250319,1
0#29-617,20250319,1
0#29-618,20250319,1
0#29-620,20250319,1
0#29-622,20250319,1
0#29-623,20250319,1
0#29-624,20250319,1
0#29-625,20250319,1
0#29-2196,20250319,1
0#29-2198,20250319,1
0#29-2202,20250319,1
0#29-2205,20250319,1
0#29-2207,20250319,1
0#29-2208,20250319,1
0#29-2793,20250319,1
0#29-2796,20250319,1
0#29-2801,20250319,1
0#29-2804,20250319,1
0#29-2807,20250319,1
0#29-2808,20250319,1
0#29-4720,20250319,1
0#29-4721,20250319,1
0#29-4722,20250319,1
0#29-4723,20250319,1
0#29-4724,20250319,1
0#29-4725,20250319,1
0#29-4726,20250319,1
0#29-4727,20250319,1
0#29-4728,20250319,1
0#29-4729,20250319,1
0#29-4730,20250319,1
0#29-4731,20250319,1
0#29-4732,20250319,1
0#29-4733,20250319,1
0#29-4734,20250319,1
0#29-4735,20250319,1
0#29-4736,20250319,1
0#29-4737,20250319,1
0#29-4738,20250319,1
0#29-4739,20250319,1
0#29-4740,20250319,1
0#29-4741,20250319,1
0#29-4742,20250319,1
0#29-4743,20250319,1
0#29-4744,20250319,1
0#29-4745,20250319,1
0#29-4746,20250319,1
0#29-4747,20250319,1
0#29-4748,20250319,1
0#29-4749,20250319,1
0#29-4750,20250319,1
0#29-4751,20250319,1
0#29-4752,20250319,1
0#29-4753,20250319,1
0#29-4754,20250319,1
0#29-4755,20250319,1
0#29-4756,20250319,1
0#29-4757,20250319,1
0#29-4759,20250319,1
0#29-4760,20250319,1
0#29-4761,20250319,1
0#29-4762,20250319,1
0#29-4763,20250319,1
0#29-4764,20250319,1
0#29-4765,20250319,1
0#29-4766,20250319,1
0#29-4767,20250319,1
0#29-4768,20250319,1
0#29-4769,20250319,1
0#29-4770,20250319,1
0#29-4771,20250319,1
0#29-4772,20250319,1
0#29-4773,20250319,1
0#29-4776,20250319,1
0#29-4777,20250319,1
0#29-4778,20250319,1
0#29-4780,20250319,1
0#29-4781,20250319,1
0#29-4782,20250319,1
0#29-4783,20250319,1
0#29-4784,20250319,1
0#29-4785,20250319,1
0#29-4786,20250319,1
0#29-4797,20250319,1
0#29-4798,20250319,1
0#29-4799,20250319,1
0#29-4800,20250319,1
0#29-4801,20250319,1
0#29-4802,20250319,1
0#29-4803,20250319,1
0#29-4812,20250319,1
0#29-4813,20250319,1
0#29-4814,20250319,1
0#29-4815,20250319,1
0#29-4816,20250319,1
0#29-4817,20250319,1
0#29-4819,20250319,1
0#29-4820,20250319,1
0#29-4821,20250319,1
0#29-4824,20250319,1
0#29-4825,20250319,1
0#29-4826,20250319,1
0#29-4827,20250319,1
0#29-4828,20250319,1
0#29-4829,20250319,1
0#29-4830,20250319,1
0#29-4831,20250319,1
0#29-4832,20250319,1
0#29-4833,20250319,1
0#29-4834,20250319,1
0#29-4835,20250319,1
0#29-4836,20250319,1
0#29-4837,20250319,1
0#29-4838,20250319,1
0#29-4839,20250319,1
0#29-4840,20250319,1
0#29-4841,20250319,1
0#29-4851,20250319,1
0#29-4852,20250319,1
0#29-4853,20250319,1
0#29-4854,20250319,1
0#29-4855,20250319,1
0#29-4856,20250319,1
0#29-4888,20250319,1
0#29-4889,20250319,1
0#29-4890,20250319,1
0#29-4891,20250319,1
0#29-4892,20250319,1
0#29-4893,20250319,1
0#29-4894,20250319,1
0#29-4895,20250319,1
0#29-4896,20250319,1
0#29-4897,20250319,1
0#29-4898,20250319,1
0#29-4899,20250319,1
0#29-4900,20250319,1
0#29-4906,20250319,1
0#29-4907,20250319,1
0#29-4908,20250319,1
0#29-4909,20250319,1
0#29-4910,20250319,1
0#29-4911,20250319,1
0#29-4912,20250319,1
0#29-4913,20250319,1
0#29-4914,20250319,1
0#29-4915,20250319,1
0#29-4916,20250319,1
0#29-4917,20250319,1
0#29-4918,20250319,1
0#29-4919,20250319,1
0#29-4920,20250319,1
0#29-4921,20250319,1
0#29-5251,20250319,1
0#29-5252,20250319,1
0#29-5253,20250319,1
0#29-5254,20250319,1
0#29-5255,20250319,1
0#29-5256,20250319,1
0#29-5257,20250319,1
0#29-5258,20250319,1
0#29-5259,20250319,1
0#29-5260,20250319,1
0#29-5261,20250319,1
0#29-5262,20250319,1
0#29-5263,20250319,1
0#29-5264,20250319,1
0#29-5265,20250319,1
0#29-5266,20250319,1
0#29-5267,20250319,1
0#29-5268,20250319,1
0#29-5269,20250319,1
0#29-5335,20250319,1
0#29-5336,20250319,1
0#29-5337,20250319,1
0#29-5338,20250319,1
0#29-5339,20250319,1
0#29-5340,20250319,1
0#29-5341,20250319,1
0#29-5342,20250319,1
0#29-5998,20250319,1
0#29-5999,20250319,1
0#29-6000,20250319,1
0#29-6001,20250319,1
0#29-6002,20250319,1
0#29-6003,20250319,1
0#29-6004,20250319,1
0#29-6005,20250319,1
0#29-6006,20250319,1
0#29-6007,20250319,1
0#29-6008,20250319,1
0#32,20250319,1
0#35,20250319,1
0#36,20250319,1
0#38,20250319,1
0#42,20250319,1
0#44,20250319,1
0#46,20250319,1
0#47,20250319,1
0#51,20250319,1
0#55,20250319,1
0#55-5561,20250319,1
0#55-5562,20250319,1
0#55-5563,20250319,1
0#55-5564,20250319,1
0#55-5565,20250319,1
0#55-5566,20250319,1
0#55-5567,20250319,1
0#55-5568,20250319,1
0#55-5569,20250319,1
0#55-5570,20250319,1
